id,book_name,character,label,confidence,evidence_1,evidence_2,evidence_3
15,In Search of the Castaways,Jacques Paganel,1,0.9841,"Of course he did not forget to mention that a French navigator,
Surville by name, was the next to visit the shores, and that his
visit likewise was the cause of bloodshed and misery. But he gave
them a more lengthy and extended narrative of Captain Cook's voyages,
which were the most important in their results as well as the most
interesting and tragic in many of their incidents. It was on the 6th
of October, 1769, that this navigator first landed on the shores which
he visited twice afterwards, and each time added greatly to the stock
of previous knowledge concerning these islands, their productions, and
their inhabitants. By him it was first ascertained that cannibalism was
practiced by some, if not all, of the tribes at that time; and it was
very evident, from the manner of Paganel's narration, that hereabout
lay the extremely sensitive point of the worthy geographer's fears and
forebodings.","cannibals!"" cried Robert; and then he murmured, as though
afraid to give full utterance to the words, ""My sister! Lady Helena!""

""Never fear, my boy!"" said Glenarvan; ""our friend Paganel exaggerates.""

[Illustration: The work was accordingly begun, and considerably
advanced when night interrupted them.]

[Illustration: Not long since, in the year 1864, one of these clergymen
was seized by the chiefs and hung from the tree.]

""I do not exaggerate,"" replied Paganel. ""With these New Zealanders war
is what the sports of the chase are to civilized nations; and the game
they hunt for they feast upon.""

""Paganel,"" said the major, ""this may be all very true, but have you
forgotten the introduction of Christianity? has it not destroyed these
anthropophagous habits?""

""No, it has not,"" was the prompt reply. ""The records are yet fresh of
ministers who have gone out to proclaim Christianity and have fallen
victims to the murderous and cannibal instincts of those to whom they
preached.","After the manner of the Patagonians
of the frontiers, the native wore a splendid cloak, decorated with
red arabesques, made of the skin of a guanaco, its silky fur turned
outward, and sewed with ostrich-tendons. Under his cloak a tippet of
fox-skin encircled his neck and terminated in a point in front. At his
girdle hung a little bag containing the colors with which he painted
his face. His leggings were of ox-hide, and fastened to the ankle with
straps regularly crossed. The figure of this Patagonian was fine, and his face denoted real
intelligence in spite of the colors that adorned (!) it. He waited in
an attitude full of dignity, and, seeing him so motionless and stern on
his pedestal of rocks, you would have taken him for a statue. The major, as soon as he perceived him, pointed him out to Glenarvan,
who hastened towards him. The Patagonian took two steps forward;
Glenarvan took his hand, and pressed it."
82,In Search of the Castaways,Kai-Koumou,1,0.9709,"But he saw that he was watched
by Kai-Koumou, and, not wishing to show that one of the captives was
his wife, he prudently kept his thoughts to himself, and gazed at the
banks of the river with apparent indifference. The sun was just sinking below the horizon as the canoe ran upon a bank
of pumice-stones, which the Waikato carries with it from its source
in the volcanic mountains. Several trees grew here, as if designed to
shelter an encampment. Kai-Koumou landed his prisoners. The men had their hands tied, the ladies were free. All were placed
in the centre of the encampment, around which large fires formed an
impassable barrier. Before Kai-Koumou had informed his captives of his intention to
exchange them, Glenarvan and Captain Mangles had discussed various
methods of recovering their liberty. What they could not venture in the
boat they hoped to attempt on land, at the hour for encamping, under
cover of the night.","His nervous and
excitable nature would not submit to an imprisonment between four
wooden walls. Day and night, heedless of the torrents of rain and the
dashing spray of the sea, he remained on deck, sometimes bending over
the rail, sometimes pacing up and down with feverish agitation. His
eyes gazed continually into space, and, during the brief lulls, his
glass persistently surveyed the horizon. He seemed to question the mute
waves; the mist that veiled the sky, the masses of vapor, he would have
penetrated with a glance; he could not be resigned, and his countenance
betokened an acute grief. The power and hopefulness of this man,
hitherto so energetic and courageous, had suddenly failed. Captain Mangles seldom left him, but at his side endured the severity
of the storm. That day, Glenarvan, wherever there was an opening in
the mist, scanned the horizon with the utmost persistency. The young
captain approached him. ""Is your lordship looking for land?"" he asked. Glenarvan shook his head.","The enormous fish was soon cut open by a blow of the hatchet, without
further ceremony. The hook had penetrated to the stomach, which was
absolutely empty. Evidently the animal had fasted a long time, and
the disappointed seamen were about to cast the remains into the sea,
when the attention of the mate was attracted by a bulky object firmly
imbedded in the viscera. ""Ha! what is this?"" he exclaimed. ""That,"" replied one of the sailors, ""is a piece of rock that the
creature has taken in for ballast.""

""Good!"" said another; ""it is probably a bullet that this fellow has
received in the stomach, and could not digest.""

[Illustration: ""Good,"" said Glenarvan; ""wash the dirty thing, and bring
it into the cabin.""]

""Be still, all of you!"" cried Tom Austin, the mate; ""do you not see
that the animal was a great drunkard?"
37,In Search of the Castaways,Tom Ayrton/Ben Joyce,0,0.5227,"It was a
paper signed by the owners of the Britannia and Captain Grant, whose
writing Mary recognized immediately. It stated that ""Tom Ayrton, able
seaman, was engaged as quartermaster on board the brig Britannia of
Glasgow."" There was, therefore, no possible doubt of Ayrton's identity,
for it would have been difficult to suppose that this contract could be
in his hands and not belong to him. ""Now,"" said Glenarvan, ""I appeal to you all for advice as to what is
best to be done. Your advice, Ayrton, would be particularly valuable,
and I should be much obliged if you would give it to us.""

The sailor reflected a few moments, and then replied:

""I thank you, my lord, for the confidence you place in me, and hope to
show myself worthy of it. I have some knowledge of the country, and of
the customs of the natives; and, if I can be of use to you----""

""Certainly,"" replied Glenarvan.","""We have no questions to ask you,"" rejoined Glenarvan. ""Tell us what
you know, Ayrton, and, in the first place, who you are.""

""Gentlemen,"" replied he, ""I am really Tom Ayrton, quartermaster of the
Britannia. I left Glasgow in Captain Grant's ship on the 12th of March,
1861. For fourteen months we traversed together the Pacific, seeking
some favorable place to found a Scottish colony. Harry Grant was a man
capable of performing great deeds, but frequently serious disputes
arose between us. His character did not harmonize with mine. I could
not yield; but with Harry Grant, when his resolution is taken, all
resistance is impossible. He is like iron towards himself and others. However, I dared to mutiny, and attempted to involve the crew and gain
possession of the vessel. Whether I did right or wrong is of little
importance. However it may be, Captain Grant did not hesitate to land
me, April 8, 1862, on the west coast of Australia.""

""Australia!"" exclaimed the major, interrupting Ayrton's story.","""I,"" repeated Ayrton, in an excited but firm tone; ""I, a Scotchman like
yourself, my lord, one of the shipwrecked sailors of the Britannia!""

Mary Grant, half fainting with emotion, and overcome with happiness,
sank into the arms of Lady Helena; while Captain Mangles, Robert, and
Paganel went towards the man whom their host had called Ayrton. He was a somewhat rough-looking, broad-shouldered man, of about
forty-five, of more than medium height, and with piercing eyes sunk
deeply beneath his projecting brows. His strength must have been
unusual, even considering his stature, for he was all bone and sinew. His countenance, full of intelligence and energy, although the features
were stern, prepossessed one in his favor. The sympathy that he
elicited was still more increased by the traces of recent hardships
imprinted upon his face. It was evident that he had suffered much,
although he seemed a man able to brave, endure, and conquer suffering. The travelers felt all this at first sight."
3,In Search of the Castaways,Jacques Paganel,1,0.5236,"It was, therefore,
known that the Government refused to lend their aid in his project
of colonization; nay, they even raised obstacles which in any other
country would have overcome the project. But Harry Grant would not be discouraged. He appealed to the patriotism
of his countrymen, gave his fortune to serve the cause, built a vessel
and furnished it with a fine crew, confided his children to the care
of his old cousin, and set sail to explore the great islands of the
Pacific. It was the year 1861. Until May, 1862, they had received news of him,
but since his departure from Callao, in the month of June, no one had
heard anything of the Britannia, and the marine intelligencers became
silent concerning the fate of the captain. At this juncture of affairs the old cousin of Harry Grant died, and
the two children were left alone in the world. Mary Grant was then
fourteen.","[Illustration: On every side water-spouts, with spiral rings of vapor,
spirted from the ground like the jets of a fountain.]

He maintained that the authenticity of the document could not be
doubted. Her father must, therefore, be somewhere; and though it were
necessary to search the whole world, they were sure to find him. The
young girl was cheered by these words; and both, bound by the same
thoughts, now sympathized in the same hope. Lady Helena often took part
in the conversation, and was very careful not to discourage the young
people with any sad forebodings. Glenarvan and his companions, after many vicissitudes, reached the foot
of Mount Ikirangi, whose peak towered five thousand feet aloft. They
had now traveled almost one hundred miles since leaving the Maunganamu,
and the coast was still thirty miles distant. Captain Mangles had
hoped to make the journey in ten days, but he was ignorant then of
the difficulties of the way.","Lady Helena related the story of
the document, how that the Britannia had been lost on the shores
of Patagonia; in what way, after the shipwreck, the captain and two
sailors, the only survivors, must have reached the continent; and,
at last, how they implored the assistance of the whole world in this
document, written in three languages, and abandoned to the caprices of
the ocean. During this recital Robert Grant devoured Lady Helena with his eyes;
his life seemed to hang on her lips. In his childish imagination he
reviewed the terrible scenes of which his father must have been the
victim. He saw him on the deck of the Britannia; he followed him to the
bosom of the waves; he clung with him to the rocks of the shore; he
dragged himself panting along the beach, out of reach of the waves. Often during the course of this narration words escaped his lips. ""Oh, papa! my poor papa!"" he cried, pressing close to his sister."
103,The Count of Monte Cristo,Noirtier,0,0.8907,"Noirtier possessed this peculiarity, he never projected any Utopian
schemes which could never be realized, but strove for possibilities,
and he applied to the realization of these possibilities the terrible
theories of The Mountain,—theories that never shrank from any means
that were deemed necessary to bring about the desired result.”

“Well,” said Monte Cristo, “it is just as I thought; it was politics
which brought Noirtier and M. d’Épinay into personal contact. Although
General d’Épinay served under Napoleon, did he not still retain
royalist sentiments? And was he not the person who was assassinated one
evening on leaving a Bonapartist meeting to which he had been invited
on the supposition that he favored the cause of the emperor?”

Villefort looked at the count almost with terror. “Am I mistaken, then?” said Monte Cristo. “No, sir, the facts were precisely what you have stated,” said Madame
de Villefort; “and it was to prevent the renewal of old feuds that M.","There he found everything arranged in due
order,—the accusation, examination, Morrel’s petition, M. de
Villefort’s marginal notes. He folded up the accusation quietly, and
put it as quietly in his pocket; read the examination, and saw that the
name of Noirtier was not mentioned in it; perused, too, the application
dated 10th April, 1815, in which Morrel, by the deputy procureur’s
advice, exaggerated with the best intentions (for Napoleon was then on
the throne) the services Dantès had rendered to the imperial
cause—services which Villefort’s certificates rendered indisputable. Then he saw through the whole thing. This petition to Napoleon, kept
back by Villefort, had become, under the second restoration, a terrible
weapon against him in the hands of the king’s attorney. He was no
longer astonished when he searched on to find in the register this
note, placed in a bracket against his name:

Edmond Dantès. An inveterate Bonapartist; took an active part in the return from the
Island of Elba.","Then he turned to the various articles he had left
behind him, put the black cravat and blue frock-coat at the bottom of
the portmanteau, threw the hat into a dark closet, broke the cane into
small bits and flung it in the fire, put on his travelling-cap, and
calling his valet, checked with a look the thousand questions he was
ready to ask, paid his bill, sprang into his carriage, which was ready,
learned at Lyons that Bonaparte had entered Grenoble, and in the midst
of the tumult which prevailed along the road, at length reached
Marseilles, a prey to all the hopes and fears which enter into the
heart of man with ambition and its first successes. Chapter 13. The Hundred Days

M. Noirtier was a true prophet, and things progressed rapidly, as he
had predicted. Everyone knows the history of the famous return from
Elba, a return which was unprecedented in the past, and will probably
remain without a counterpart in the future. Louis XVIII."
94,The Count of Monte Cristo,Noirtier,1,0.9488,"“I mean that behind the misfortune which has just happened to you,
there is another, perhaps, still greater.”

“Can it be possible?” murmured Villefort, clasping his hands. “What are
you going to tell me?”

“Are we quite alone, my friend?”

“Yes, quite; but why all these precautions?”

“Because I have a terrible secret to communicate to you,” said the
doctor. “Let us sit down.”

Villefort fell, rather than seated himself. The doctor stood before
him, with one hand placed on his shoulder. Morrel, horrified, supported
his head with one hand, and with the other pressed his heart, lest its
beatings should be heard. “Dead, dead!” repeated he within himself; and
he felt as if he were also dying. “Speak, doctor—I am listening,” said Villefort; “strike—I am prepared
for everything!”

“Madame de Saint-Méran was, doubtless, advancing in years, but she
enjoyed excellent health.” Morrel began again to breathe freely, which
he had not done during the last ten minutes.","He waited ten minutes, a
quarter of an hour, half an hour,—no change took place. Trembling, his
hair erect, his brow bathed with perspiration, he counted the seconds
by the beating of his heart. Then he thought it was time to make the
last trial, and he put the phial to the purple lips of Faria, and
without having occasion to force open his jaws, which had remained
extended, he poured the whole of the liquid down his throat. The draught produced a galvanic effect, a violent trembling pervaded
the old man’s limbs, his eyes opened until it was fearful to gaze upon
them, he heaved a sigh which resembled a shriek, and then his convulsed
body returned gradually to its former immobility, the eyes remaining
open.","“I am very sorry for what you tell me,” said the governor, replying to
the assurance of the doctor, “that the old man is really dead; for he
was a quiet, inoffensive prisoner, happy in his folly, and required no
watching.”

“Ah,” added the turnkey, “there was no occasion for watching him; he
would have stayed here fifty years, I’ll answer for it, without any
attempt to escape.”

“Still,” said the governor, “I believe it will be requisite,
notwithstanding your certainty, and not that I doubt your science, but
in discharge of my official duty, that we should be perfectly assured
that the prisoner is dead.”

There was a moment of complete silence, during which Dantès, still
listening, knew that the doctor was examining the corpse a second time. “You may make your mind easy,” said the doctor; “he is dead. I will
answer for that.”

“You know, sir,” said the governor, persisting, “that we are not
content in such cases as this with such a simple examination."
85,In Search of the Castaways,Kai-Koumou,1,0.5517,"At seeing her so courageous and resigned, Captain Mangles
admired her, and would have spoken a final word in favor of Captain
Grant, if Mary had not stopped him with a look and then said:

""No, Mr. John; let us think of those who have sacrificed themselves. Lord Glenarvan must return to England.""

""You are right, Miss Mary,"" replied he; ""he must. The English
authorities must also be informed of the fate of the Duncan. But do not
give up all hope. The search that we have begun I would continue alone,
rather than abandon. I will find Captain Grant, or succumb to the task!""

This was a solemn compact which John Mangles thus made. Mary accepted
it, and gave her hand to the young captain, as if to ratify this
treaty. On the part of the latter it was a devotion of his entire life;
on the part of the former, an unchanging gratitude. The time of their departure was now definitely decided. They resolved
to proceed to Melbourne without delay.","Captain Grant is not with us, but we are
sure to find him.""

It needed only such an assurance to restore hope to the passengers of
the Duncan. Lady Helena and Mary Grant, while the boat was approaching
the ship, had experienced all the anguish of suspense. From the deck
they endeavored to count those who were returning. At one time the
young girl would despair; at another she would think she saw her
father. Her heart beat quickly; she could not speak; she could scarcely
stand. Lady Helena supported her, while Captain Mangles stood beside
her in silence. His keen eyes, accustomed to distinguish distant
objects, could not discern the captain. ""He is there! he is coming! my father!"" murmured the young girl. But as the boat gradually drew near, the illusion vanished. Not only
Lady Helena and the captain, but Mary Grant, had now lost all hope. It
was, therefore, time for Glenarvan to utter his assuring words.","Captain
Grant's children lavished upon him their most grateful caresses. All
were delighted at his decision, except the colonist, who would lose
in him an intelligent and faithful assistant. But he understood the
importance that Glenarvan attached to this new addition to his force,
and was resigned. He had, moreover, engaged to furnish them with the
means of conveyance for the journey, and, this business being settled,
the party returned on board. [Illustration: This business being settled, the party returned on
board.]

Everything was now changed; all hesitation had vanished. These
courageous searchers were no longer to wander on blindly. Harry Grant,
they believed, had found a refuge on the continent, and each heart
was full of the satisfaction that certainty brings when it takes the
place of doubt. In two months, perhaps, the Duncan would land the lost
captain on the shores of Scotland."
21,In Search of the Castaways,Jacques Paganel,0,0.7796,"His
accomplices had reached Twofold Bay, as the convict's blouse, found by
Glenarvan, proved. There, faithful to the orders of their chief, they
had lain in wait for the yacht, and at last, tired of watching, they
had doubtless resumed their occupation of plunder and burning in the
fields of New South Wales. The major was the first to resume the examination, in order to
determine the dates relative to the Britannia. ""It was the 8th of April, 1862, then, that you were landed on the west
coast of Australia?"" he asked of the quartermaster. ""Exactly,"" replied Ayrton. ""And do you know what Captain Grant's plans were then?""

""Vaguely.""

""Continue, Ayrton,"" said Glenarvan. ""The least sign may set us on the
track.""

""What I can say is this, my lord. Captain Grant intended to visit New
Zealand. But this part of his programme was not carried out while I was
on board. The Britannia might, therefore, after leaving Callao, have
gained the shores of New Zealand.","Two months later the Duncan arrived. During your visit at the farm you related, my lord, the whole story of
Captain Grant. I then learned what I had not known, the Britannia's
stoppage at Callao, the last news of her, dated June, 1862, two months
after my abandonment, the finding of the document, the shipwreck of the
vessel, and finally the important reasons you had for seeking Captain
Grant in Australia. I did not hesitate, but resolved to appropriate
the Duncan,--a marvelous ship, that would have distanced the best of
the British navy. However, there were serious injuries to be repaired. I therefore let her start for Melbourne, and offered myself to you in
my real character of quartermaster, volunteering to guide you to the
scene of the shipwreck, which I falsely located on the eastern coast
of Australia. Thus followed at a distance and sometimes preceded by
my band of convicts, I conducted your party across the province of
Victoria.","He inquired of his host whether he was willing for
him to propose to Ayrton to accompany them. Mr. O'Moore consented,
though not without regret at losing so good an assistant. ""Well, Ayrton, will you aid us in our search for the sailors of the
Britannia?""

The quartermaster did not answer immediately; he seemed to hesitate for
a few moments, but finally, after reflecting, said:

""Yes, my lord, I will follow you; and, if I do not set you upon the
track of Captain Grant, I will at least guide you to the place where
his vessel was wrecked.""

""Thanks,"" replied Glenarvan. ""One question, my lord.""

""Ask it.""

""Where will you join the Duncan?""

""At Melbourne, if we do not cross Australia; on the eastern coast, if
our search is continued so far.""

""But the captain of the Duncan?""

""He will await my orders at Melbourne.""

""Very well, my lord,"" said Ayrton; ""rely on me.""

""I will,"" replied Glenarvan. The quartermaster was heartily thanked by the travelers."
49,In Search of the Castaways,Thalcave,1,0.7594,"""Back!"" cried Glenarvan; ""these bandits have eyes like a cat, and the
guns of riflemen!""

Captain Mangles and he reascended at once the precipitous slopes of the
mountain, and speedily assured their terrified friends of their safety. Glenarvan's hat had been pierced by two bullets. It was, therefore,
dangerous to venture on the ridge between these two lines of marksmen. ""Wait till to-morrow,"" said Paganel; ""and since we cannot deceive the
vigilance of these natives, permit me to give them a dose in my own
way.""

The temperature was quite cold. Fortunately, Kara-Tété wore in the tomb
his best night-robes, warm, flaxen coverings, in which each one wrapped
himself without hesitation; and soon the fugitives, protected by the
native superstition, slept peacefully in the shelter of the palisades,
on the earth that seemed to quake with the internal commotion. CHAPTER LIII. A BOLD STRATAGEM. The rising sun awakened with his first rays the sleepers on the
Maunganamu.","The next morning they crossed the boundary which
separates the Argentine Plains from the Pampas. Here Thalcave hoped
to meet the chiefs in whose hands he doubted not that he should find
Harry Grant and rescue him and his two companions from slavery. Since they had left the Guamini, the travelers noticed, with great
satisfaction, a considerable change in the temperature, thanks to the
cold winds of Patagonia, which cause continual currents of air. Neither
man nor beast had any reason to complain, after suffering so much from
dryness and heat. They therefore pushed on with courage and confidence. But, whatever might have been said, the country seemed to be entirely
uninhabited, or, to use a more exact word, ""disinhabited.""

Frequently they skirted the shores of fresh-water lagoons, on whose
banks, in the shelter of the bushes, tiny wrens skipped and melodious
larks warbled, in company with the brilliant-plumaged tanagers.","This continent--where he was not, nor had ever been--threatened to
be fatal to those who were seeking traces of him, and perhaps new
discouragements still awaited them. The first day passed silently and painfully. Every ten minutes they
took turns in carrying the litter. All the sailor's companions
uncomplainingly imposed upon themselves this duty, which was made still
more arduous by the great heat. At evening, after accomplishing only five miles, they encamped under
a group of gum-trees. The rest of the provisions that had escaped the
shipwreck furnished the evening meal. They must hereafter rely on the
major's rifle; but he found no opportunity to fire a single shot. Fortunately, Robert found a nest of bustards, containing a dozen large
eggs, which Olbinett cooked in the hot ashes. In addition to these
embarrassments, their way became very difficult. The sandy plains were
bristling with thorny plants that tore their garments and lacerated
their limbs."
140,The Count of Monte Cristo,Faria,1,0.9568,"There was more than benevolence in this action; there was courage; the
south was aflame, and to assist, even on his death-bed, the father of
so dangerous a Bonapartist as Dantès, was stigmatized as a crime. Chapter 14. The Two Prisoners

A year after Louis XVIII.’s restoration, a visit was made by the
inspector-general of prisons. Dantès in his cell heard the noise of
preparation,—sounds that at the depth where he lay would have been
inaudible to any but the ear of a prisoner, who could hear the splash
of the drop of water that every hour fell from the roof of his dungeon. He guessed something uncommon was passing among the living; but he had
so long ceased to have any intercourse with the world, that he looked
upon himself as dead. The inspector visited, one after another, the cells and dungeons of
several of the prisoners, whose good behavior or stupidity recommended
them to the clemency of the government. He inquired how they were fed,
and if they had any request to make.","His features were writhing with those horrible symptoms which he
already knew, and which had so seriously alarmed him when he saw them
for the first time. “Alas, my dear friend,” said Faria in a resigned tone, “you understand,
do you not, and I need not attempt to explain to you?”

Edmond uttered a cry of agony, and, quite out of his senses, rushed
towards the door, exclaiming, “Help, help!”

Faria had just sufficient strength to restrain him. “Silence,” he said, “or you are lost. We must now only think of you, my
dear friend, and so act as to render your captivity supportable or your
flight possible. It would require years to do again what I have done
here, and the results would be instantly destroyed if our jailers knew
we had communicated with each other. Besides, be assured, my dear
Edmond, the dungeon I am about to leave will not long remain empty;
some other unfortunate being will soon take my place, and to him you
will appear like an angel of salvation.","“Two months passed away in hopeless expectation on my part, while I
must do the magistrate the justice to say that he used every means to
obtain information of the person I declared could exculpate me if he
would. Caderousse still evaded all pursuit, and I had resigned myself
to what seemed my inevitable fate. My trial was to come on at the
approaching assizes; when, on the 8th of September—that is to say,
precisely three months and five days after the events which had
perilled my life—the Abbé Busoni, whom I never ventured to believe I
should see, presented himself at the prison doors, saying he understood
one of the prisoners wished to speak to him; he added, that having
learned at Marseilles the particulars of my imprisonment, he hastened
to comply with my desire. “You may easily imagine with what eagerness I welcomed him, and how
minutely I related the whole of what I had seen and heard."
64,In Search of the Castaways,Thalcave,1,0.9673,"This continent--where he was not, nor had ever been--threatened to
be fatal to those who were seeking traces of him, and perhaps new
discouragements still awaited them. The first day passed silently and painfully. Every ten minutes they
took turns in carrying the litter. All the sailor's companions
uncomplainingly imposed upon themselves this duty, which was made still
more arduous by the great heat. At evening, after accomplishing only five miles, they encamped under
a group of gum-trees. The rest of the provisions that had escaped the
shipwreck furnished the evening meal. They must hereafter rely on the
major's rifle; but he found no opportunity to fire a single shot. Fortunately, Robert found a nest of bustards, containing a dozen large
eggs, which Olbinett cooked in the hot ashes. In addition to these
embarrassments, their way became very difficult. The sandy plains were
bristling with thorny plants that tore their garments and lacerated
their limbs.","Everywhere was the
same impetuosity, the same tumultuous rush of water; all the southern
slopes of the mountains had poured their liquid torrents into this
single stream. They were forced, therefore, to give up any hope of
saving the Duncan. Five days had passed since Ben Joyce's departure,
the yacht was probably that very moment at the coast, in the hands of
the convicts. However, this state of things could not last long. Indeed, on the
morning of the third day, Paganel perceived that the waters were
beginning to subside. He reported to Glenarvan the result of his
observations. ""What does it matter now?"" replied Glenarvan; ""it is too late!""

""That is no reason for prolonging our stay at the encampment,"" replied
the major. ""Certainly not,"" said Captain Mangles; ""to-morrow, perhaps, it will be
possible to cross.""

""But will that save my unfortunate crew?"" cried Glenarvan. ""Listen to me, my lord,"" continued Captain Mangles. ""I know Tom Austin.","The barrels were inverted, and from their sides streamed floods of oil. Immediately the unctuous liquid leveled the foaming surface of the sea,
and the Duncan sailed on calm waters, and was soon in a quiet harbor
beyond the terrible sand-bars; and then the ocean, released from its
fetters, bounded after its escaped prey with indescribable fury. [Illustration: ""Let go!"" cried the young captain. The barrels were
inverted, and from their sides streamed floods of oil.]

CHAPTER XXX. A HOSPITABLE COLONIST. The captain's first care was to secure anchorage. He moored the vessel
in five fathoms of water. The bottom was good, a hard gravel, affording
an excellent hold. There was no danger of drifting, or of stranding at
low tide. The Duncan, after so many hours of peril, was now in a sort
of creek sheltered by a high promontory from the fury of the wind. Lord Glenarvan shook the hand of the young captain, saying,--

""Thanks, John!""

And Captain Mangles felt himself fully rewarded by these simple words."
131,The Count of Monte Cristo,Faria,1,0.9425,"Albert, besides being an elegant, well-looking young man, was also
possessed of considerable talent and ability; moreover, he was a
viscount—a recently created one, certainly, but in the present day it
is not necessary to go as far back as Noah in tracing a descent, and a
genealogical tree is equally estimated, whether dated from 1399 or
merely 1815; but to crown all these advantages, Albert de Morcerf
commanded an income of 50,000 livres, a more than sufficient sum to
render him a personage of considerable importance in Paris. It was
therefore no small mortification to him to have visited most of the
principal cities in Italy without having excited the most trifling
observation.","At this spot, so pregnant with fond
and filial remembrances, his heart beat almost to bursting, his knees
tottered under him, a mist floated over his sight, and had he not clung
for support to one of the trees, he would inevitably have fallen to the
ground and been crushed beneath the many vehicles continually passing
there. Recovering himself, however, he wiped the perspiration from his
brows, and stopped not again till he found himself at the door of the
house in which his father had lived. The nasturtiums and other plants, which his father had delighted to
train before his window, had all disappeared from the upper part of the
house. Leaning against the tree, he gazed thoughtfully for a time at the upper
stories of the shabby little house. Then he advanced to the door, and
asked whether there were any rooms to be let.","Well, monsieur, I am at your service.”

“If what you say be true,” replied the count, smiling, “perhaps you
will be kind enough to give me some account of yourself and your
family?”

“Certainly, I will do so,” said the young man, with a quickness which
gave proof of his ready invention. “I am (as you have said) the Count
Andrea Cavalcanti, son of Major Bartolomeo Cavalcanti, a descendant of
the Cavalcanti whose names are inscribed in the golden book at
Florence. Our family, although still rich (for my father’s income
amounts to half a million), has experienced many misfortunes, and I
myself was, at the age of five years, taken away by the treachery of my
tutor, so that for fifteen years I have not seen the author of my
existence. Since I have arrived at years of discretion and become my
own master, I have been constantly seeking him, but all in vain."
61,In Search of the Castaways,Thalcave,1,0.5727,"Captain Mangles, holding out his poniard, avoided the knife
that was moving out of the ground, but seized the hand that held it. It was the hand of a woman or a youth, a European hand. Not a word had
been uttered on either side. There was plainly an object in keeping
silent. ""Is it Robert?"" murmured Glenarvan. But, though only whispering this name, Mary Grant, awakened by the
movement that was taking place in the hut, glided towards Glenarvan,
and, seizing this hand all soiled with mud, covered it with kisses. ""It is you! it is you!"" cried the young girl, who could not be
mistaken, ""you, my Robert!""

""Yes, little sister,"" replied Robert, ""I am here to save you all! But
silence!""

""Brave lad!"" repeated Glenarvan. ""Keep watch of the savages outside,"" continued Robert. Mulready, whose attention had been diverted for a moment by the
appearance of the hand, resumed his post of observation. ""All is well,"" said he. ""Only four warriors are watching now.","Some of the natives, the friends and
partisans of Kai-Koumou, had stopped suddenly at the command of their
chief, and had protected the captives. Glenarvan, however, was not blind to the fate that was reserved for
him. Only his death could atone for the murder of a chief. Among savage
races death is always preceded by a protracted torture. He therefore
expected to cruelly expiate the righteous indignation that had nerved
his arm, but hoped that Kai-Koumou's rage would fall only on himself. What a night he and his companions passed! Who could depict their
anguish, or measure their sufferings? Neither poor Robert nor brave
Paganel had reappeared. But how could they doubt their fate? Were they
not the first victims of the natives' vengeance? All hope had vanished
even from the heart of the major, who did not easily despair. John
Mangles felt himself growing mad at sight of the sad dejection of Mary
Grant, thus separated from her brother.","""Well, my dear Helena,"" he replied, ""those people have no hearts!""

""They refused?""

""Yes, they refused me a vessel: they spoke of the millions vainly spent
in searching for Franklin; they declared the document was vague and
unintelligible; they said that the shipwreck of these unfortunates had
happened two years ago, and that there was little chance of finding
them. They maintained too, that, if prisoners of the Indians, they must
have been carried into the interior of the country; that they could not
ransack all Patagonia to find three men,--three Scotchmen; the search
would be vain and perilous, and would cost the lives of more men than
it would save. In short, they gave all the absurd reasons of people who
mean to refuse. They remembered the captain's projects, and I fear that
the unfortunate man is forever lost!""

""My father, my poor father!"" cried Mary Grant, throwing herself at the
feet of Lord Glenarvan. ""Your father!"
